Advisory,Impact,CVE,Last Updated,Version
"Cisco Unified Communications Manager Privilege Escalation Vulnerability
Medium
CVE-2013-3434
2013 Jul 17 1.0",Medium,CVE-2013-3434,2013 Jul 17,1.0
"Cisco Unified Communications Manager Remote Blind SQL Injection Vulnerability
Medium
CVE-2013-3404
2013 Jul 17 1.0",Medium,CVE-2013-3404,2013 Jul 17,1.0
"Cisco 9900 Series Phone Arbitrary File Download Vulnerability
Medium
CVE-2013-3426
2013 Jul 17 1.0",Medium,CVE-2013-3426,2013 Jul 17,1.0
"Cisco Identity Services Engine Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-3420
2013 Jul 17 1.0",Medium,CVE-2013-3420,2013 Jul 17,1.0
"Cisco Secure Access Control System Help Index Cross-Site Scripting Vulnerability
Medium
CVE-2013-3421
2013 Jul 15 1.0",Medium,CVE-2013-3421,2013 Jul 15,1.0
"Cisco Secure Access Control System Administration Page Cross-Site Scripting Vulnerability
Medium
CVE-2013-3422
2013 Jul 15 1.0",Medium,CVE-2013-3422,2013 Jul 15,1.0
"Cisco Unified MeetingPlace Web Conferencing Cross-Site Scripting Vulnerability
Medium
CVE-2013-3419
2013 Jul 15 1.0",Medium,CVE-2013-3419,2013 Jul 15,1.0
"Cisco Secure Access Control System Error Condition Information Disclosure Vulnerability
Medium
CVE-2013-3428
2013 Jul 15 1.0",Medium,CVE-2013-3428,2013 Jul 15,1.0
"Cisco Identity Services Engine Software Administration Panel Cross-Site Scripting Vulnerability
Medium
CVE-2013-3413
2013 Jul 15 1.0",Medium,CVE-2013-3413,2013 Jul 15,1.0
"Cisco Secure Access Control System Admin/View Page Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-3424
2013 Jul 15 1.0",Medium,CVE-2013-3424,2013 Jul 15,1.0
"Cisco Secure Access Control System Cross-Site Scripting Vulnerability
Medium
CVE-2013-3423
2013 Jul 15 1.0",Medium,CVE-2013-3423,2013 Jul 15,1.0
"Cisco Unified Communications Domain Manager Memory Exhaustion Vulnerability
Medium
CVE-2013-3418
2013 Jul 15 1.0",Medium,CVE-2013-3418,2013 Jul 15,1.0
"Cisco Unified Communications Domain Manager Cross-Site Scripting Vulnerability
Medium
CVE-2013-1132
2013 Jul 11 1.0",Medium,CVE-2013-1132,2013 Jul 11,1.0
"Cisco TC Software Empty Password Validation Vulnerability
Medium
CVE-2013-3405
2013 Jul 11 1.0",Medium,CVE-2013-3405,2013 Jul 11,1.0
"Apache HTTP Server MERGE Request Denial of Service Vulnerability
Medium
CVE-2013-1896
2013 Jul 11 8.0",Medium,CVE-2013-1896,2013 Jul 11,8.0
"Cisco Unified Communications Management Products Cross-Site Scripting Vulnerability
Medium
CVE-2013-3416
2013 Jul 10 1.0",Medium,CVE-2013-3416,2013 Jul 10,1.0
"Cisco Virtualization Experience Client Privilege Escalation Vulnerability
Medium
CVE-2013-3408
2013 Jul 10 1.0",Medium,CVE-2013-3408,2013 Jul 10,1.0
"Cisco Nexus 1000V License Installation Command Injection Vulnerability
Medium
CVE-2013-3400
2013 Jul 09 1.0",Medium,CVE-2013-3400,2013 Jul 09,1.0
"Cisco Prime Network Control Systems Database Default Credentials Vulnerability
High
CVE-2013-1170
2013 Jul 02 1.1",High,CVE-2013-1170,2013 Jul 02,1.1
"Cisco TC Software SIP Implementation Vulnerability
Medium
CVE-2013-3401
2013 Jul 01 1.0",Medium,CVE-2013-3401,2013 Jul 01,1.0
"Cisco Desktop Collaboration Experience DX600 Series Potential Code Injection Vulnerability
Medium
CVE-2013-3399
2013 Jul 01 1.0",Medium,CVE-2013-3399,2013 Jul 01,1.0
"Cisco Content Filtering Devices Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-3395
2013 Jul 01 1.0",Medium,CVE-2013-3395,2013 Jul 01,1.0
"Multiple Vulnerabilities in Cisco Web Security Appliance
Critical
CVE-2013-3383
CVE-2013-3384 ...
2013 Jun 26 1.0",Critical,"CVE-2013-3383
CVE-2013-3384 ...",2013 Jun 26,1.0
"Multiple Vulnerabilities in Cisco Content Security Management Appliance
Critical
CVE-2013-3383
CVE-2013-3384 ...
2013 Jun 26 1.0",Critical,"CVE-2013-3383
CVE-2013-3384 ...",2013 Jun 26,1.0
"Multiple Vulnerabilities in Cisco Email Security Appliance
Critical
CVE-2013-3384
CVE-2013-3385 ...
2013 Jun 26 1.0",Critical,"CVE-2013-3384
CVE-2013-3385 ...",2013 Jun 26,1.0
"Cisco ASA Next-Generation Firewall Fragmented Traffic Denial of Service Vulnerability
High
CVE-2013-3382
2013 Jun 26 1.0",High,CVE-2013-3382,2013 Jun 26,1.0
"Cisco Unified Communications Manager Unified Serviceability CSRF Vulnerability
Medium
CVE-2013-3397
2013 Jun 26 1.0",Medium,CVE-2013-3397,2013 Jun 26,1.0
"Cisco Prime for HCS Assurance Information Disclosure Vulnerability
Medium
CVE-2013-3398
2013 Jun 26 1.0",Medium,CVE-2013-3398,2013 Jun 26,1.0
"Cisco Jabber Video Engine Denial of Service Vulnerability
Medium
CVE-2013-3393
2013 Jun 25 1.0",Medium,CVE-2013-3393,2013 Jun 25,1.0
"Cisco WebEx Social Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-3392
2013 Jun 21 1.0",Medium,CVE-2013-3392,2013 Jun 21,1.0
"Multiple Vulnerabilities in Cisco TelePresence TC and TE Software
High
CVE-2013-3377
CVE-2013-3378 ...
2013 Jun 19 1.0",High,"CVE-2013-3377
CVE-2013-3378 ...",2013 Jun 19,1.0
"Cisco Prime Central for Hosted Collaboration Solution Cross-Site Scripting Vulnerability
Medium
CVE-2013-3375
2013 Jun 18 1.0",Medium,CVE-2013-3375,2013 Jun 18,1.0
"Cisco ASA-CX TCP Traffic Denial of Service Vulnerability
Medium
CVE-2013-1203
2013 Jun 17 1.0",Medium,CVE-2013-1203,2013 Jun 17,1.0
"Cisco Video Surveillance Operations Manager Help Page Redirect Vulnerability
Medium
CVE-2013-3376
2013 Jun 13 1.0",Medium,CVE-2013-3376,2013 Jun 13,1.0
"Cisco Hosted Collaboration Mediation Excessive CPU Utilization Vulnerability
Medium
CVE-2013-3381
2013 Jun 12 1.0",Medium,CVE-2013-3381,2013 Jun 12,1.0
"Cisco Access Control Server Privilege Escalation Vulnerability
Medium
CVE-2013-3380
2013 Jun 11 1.0",Medium,CVE-2013-3380,2013 Jun 11,1.0
"Multiple Vulnerabilities in Cisco Unified Computing System
Critical
CVE-2013-1182
CVE-2013-1183 ...
2013 Jun 06 1.2",Critical,"CVE-2013-1182
CVE-2013-1183 ...",2013 Jun 06,1.2
"Cisco WebEx Meetings Server Information Disclosure Vulnerability
Medium
CVE-2013-1205
2013 Jun 05 1.0",Medium,CVE-2013-1205,2013 Jun 05,1.0
"Cisco Prime Infrastructure Rogue AP SSID Cross-Site Scripting Vulnerability
Medium
CVE-2013-1247
2013 May 31 1.0",Medium,CVE-2013-1247,2013 May 31,1.0
"Apache HTTP Server mod_rewrite Log File Manipulation Vulnerability
Medium
CVE-2013-1862
2013 May 30 7.0",Medium,CVE-2013-1862,2013 May 30,7.0
"Cisco TelePresence System t-shell Denial of Service Vulnerability
Medium
CVE-2013-1246
2013 May 29 1.0",Medium,CVE-2013-1246,2013 May 29,1.0
"Cisco Nexus 1000V VSM/VEM Communication Encryption Bypass Vulnerability
Medium
CVE-2013-1208
2013 May 29 1.0",Medium,CVE-2013-1208,2013 May 29,1.0
"Cisco Nexus 1000V VSM/VEM Communication Encryption Bypass Vulnerability
Medium
CVE-2013-1209
2013 May 29 1.0",Medium,CVE-2013-1209,2013 May 29,1.0
"Cisco Nexus 1000V VSM to vCenter Communication Man-in-the-Middle Vulnerability
Medium
CVE-2013-1212
2013 May 29 1.0",Medium,CVE-2013-1212,2013 May 29,1.0
"Cisco Nexus 1000V ESXi Hypervisor Denial of Service Vulnerability
Medium
CVE-2013-1210
2013 May 29 1.0",Medium,CVE-2013-1210,2013 May 29,1.0
"Cisco Nexus 1000V VSM/VEM Heartbeat Denial of Service Vulnerability
Medium
CVE-2013-1213
2013 May 29 1.0",Medium,CVE-2013-1213,2013 May 29,1.0
"Cisco Nexus 1000V Insufficient VSM/VEM Authentication Vulnerability
Medium
CVE-2013-1211
2013 May 29 1.0",Medium,CVE-2013-1211,2013 May 29,1.0
"Multiple Vulnerabilities in Cisco ASA Software
High
CVE-2013-1149
CVE-2013-1150 ...
2013 May 23 1.1",High,"CVE-2013-1149
CVE-2013-1150 ...",2013 May 23,1.1
"Cisco IOS XR Software SNMP Denial of Service Vulnerability
Medium
CVE-2013-1204
2013 May 23 1.0",Medium,CVE-2013-1204,2013 May 23,1.0
"Cisco Secure Access Control System Session Fixation Web Vulnerability
Medium
CVE-2013-1200
2013 May 16 1.0",Medium,CVE-2013-1200,2013 May 16,1.0
"Cisco ACE Log Retention Denial of Service Vulnerability
Medium
CVE-2013-1202
2013 May 16 2.0",Medium,CVE-2013-1202,2013 May 16,2.0
"Cisco TelePresence Supervisor MSE 8050 Denial of Service Vulnerability
High
CVE-2013-1236
2013 May 15 1.0",High,CVE-2013-1236,2013 May 15,1.0
"Cisco Unified Communications Manager Authentication Denial of Service Vulnerability
Medium
CVE-2013-1188
2013 May 15 1.0",Medium,CVE-2013-1188,2013 May 15,1.0
"Cisco WebEx Social Client-Side Restriction Bypass Attribute Change Vulnerability
Medium
CVE-2013-1245
2013 May 15 1.0",Medium,CVE-2013-1245,2013 May 15,1.0
"Cisco Unified Presence Memory Exhaustion Vulnerability
Medium
CVE-2013-1242
2013 May 10 1.0",Medium,CVE-2013-1242,2013 May 10,1.0
"Cisco Prime Data Center Network Manager Remote Command Execution Vulnerability
Critical
CVE-2012-5417
2013 May 08 2.0",Critical,CVE-2012-5417,2013 May 08,2.0
"Cisco ISM Malformed Authentication Header Packet Denial of Service Vulnerability
Medium
CVE-2013-1241
2013 May 07 1.0",Medium,CVE-2013-1241,2013 May 07,1.0
"Cisco Wireless LAN Controller Telnet Denial of Service Vulnerability
Medium
CVE-2013-1235
2013 May 06 1.0",Medium,CVE-2013-1235,2013 May 06,1.0
"Multiple Cisco WebEx Products Cache Directory Read Vulnerability
Medium
CVE-2013-1231
2013 May 02 1.0",Medium,CVE-2013-1231,2013 May 02,1.0
"Cisco IOS XR Software Crafted SNMP Packets Denial of Service Vulnerability
Medium
CVE-2013-1234
2013 May 02 1.0",Medium,CVE-2013-1234,2013 May 02,1.0
"Cisco Prime Central for Hosted Collaboration Solution Directory Traversal Vulnerability
Medium
CVE-2013-1156
2013 May 01 1.0",Medium,CVE-2013-1156,2013 May 01,1.0
"Cisco TelePresence Management Suite SNMP Denial of Service Vulnerability
Medium
CVE-2013-1229
2013 Apr 30 1.0",Medium,CVE-2013-1229,2013 Apr 30,1.0
"Cisco Nexus 7000 Frame Forwarding Loop Denial of Service Vulnerability
Medium
CVE-2013-1226
2013 Apr 29 1.0",Medium,CVE-2013-1226,2013 Apr 29,1.0
"Cisco IPS SensorApp Regex Processing Denial of Service Vulnerability
Medium
CVE-2013-1219
2013 Apr 29 1.0",Medium,CVE-2013-1219,2013 Apr 29,1.0
"Cisco Unified Computing System Central Software DOM-Based Cross-Site Scripting Vulnerability
Medium
CVE-2013-1198
2013 Apr 29 1.0",Medium,CVE-2013-1198,2013 Apr 29,1.0
"Multiple Vulnerabilities in Cisco NX-OS-Based Products
Critical
CVE-2013-1178
CVE-2013-1179 ...
2013 Apr 26 1.2",Critical,"CVE-2013-1178
CVE-2013-1179 ...",2013 Apr 26,1.2
"Cisco IOS XR Software SNMP Memory Leak Vulnerability
Medium
CVE-2013-1216
2013 Apr 26 1.0",Medium,CVE-2013-1216,2013 Apr 26,1.0
"Cisco ASA Software Easy VPN Privilege Escalation Vulnerability
Medium
CVE-2013-1215
2013 Apr 25 1.0",Medium,CVE-2013-1215,2013 Apr 25,1.0
"Cisco Device Manager Command Execution Vulnerability
Critical
CVE-2013-1192
2013 Apr 24 1.0",Critical,CVE-2013-1192,2013 Apr 24,1.0
"Cisco Adaptive Security Appliance Software and Firewall Services Module Software Time-Range Object Access List Bypass Vulnerability
Medium
CVE-2013-1195
2013 Apr 22 1.0",Medium,CVE-2013-1195,2013 Apr 22,1.0
"Cisco Unified Contact Center Express Editor Information Disclosure Vulnerability
Medium
CVE-2013-1214
2013 Apr 19 1.0",Medium,CVE-2013-1214,2013 Apr 19,1.0
"Cisco ASA Software VPN Group Enumeration Vulnerability
Medium
CVE-2013-1194
2013 Apr 18 1.0",Medium,CVE-2013-1194,2013 Apr 18,1.0
"Cisco Network Admission Control Manager SQL Injection Vulnerability
Critical
CVE-2013-1177
2013 Apr 17 1.0",Critical,CVE-2013-1177,2013 Apr 17,1.0
"Multiple Vulnerabilities in Cisco IOS XE Software for 1000 Series Aggregation Services Routers
High
CVE-2013-1164
CVE-2013-1165 ...
2013 Apr 17 1.3",High,"CVE-2013-1164
CVE-2013-1165 ...",2013 Apr 17,1.3
"Cisco TelePresence Infrastructure Denial of Service Vulnerability
High
CVE-2013-1176
2013 Apr 17 1.0",High,CVE-2013-1176,2013 Apr 17,1.0
"Cisco ASA Clientless SSL VPN CIFS Denial of Service Vulnerability
Medium
CVE-2013-1199
2013 Apr 17 1.0",Medium,CVE-2013-1199,2013 Apr 17,1.0
"Cisco Unified Presence XMPP Denial of Service Vulnerability
Medium
CVE-2013-1197
2013 Apr 16 1.0",Medium,CVE-2013-1197,2013 Apr 16,1.0
"Cisco IOS Software IP Service Level Agreement Vulnerability
High
CVE-2013-1148
2013 Apr 12 1.3",High,CVE-2013-1148,2013 Apr 12,1.3
"Cisco Jabber Extensible Communications Platform Connection Manager Vulnerability
Medium
CVE-2013-1187
2013 Apr 12 1.0",Medium,CVE-2013-1187,2013 Apr 12,1.0
"Cisco Adaptive Security Appliance Software and Firewall Services Module Software Secure Shell Denial of Service Vulnerability
Medium
CVE-2013-1193
2013 Apr 12 1.0",Medium,CVE-2013-1193,2013 Apr 12,1.0
"Cisco IOS Software Network Address Translation Vulnerability
High
CVE-2013-1142
2013 Apr 11 1.3",High,CVE-2013-1142,2013 Apr 11,1.3
"Cisco IOS Software Smart Install Denial of Service Vulnerability
High
CVE-2013-1146
2013 Apr 11 1.3",High,CVE-2013-1146,2013 Apr 11,1.3
"Cisco IOS Software Zone-Based Policy Firewall Session Initiation Protocol Inspection Denial of Service Vulnerability
High
CVE-2013-1145
2013 Apr 11 1.1",High,CVE-2013-1145,2013 Apr 11,1.1
"Cisco IOS Software Internet Key Exchange Vulnerability
High
CVE-2013-1144
2013 Apr 11 1.1",High,CVE-2013-1144,2013 Apr 11,1.1
"Cisco IOS Software Protocol Translation Vulnerability
High
CVE-2013-1147
2013 Apr 11 1.1",High,CVE-2013-1147,2013 Apr 11,1.1
"Cisco IOS Software Resource Reservation Protocol Denial of Service Vulnerability
High
CVE-2013-1143
2013 Apr 11 1.2",High,CVE-2013-1143,2013 Apr 11,1.2
"Cisco uBR10000 Series IPv4/IPv6 Dual Stack Vulnerability
Medium
CVE-2013-1189
2013 Apr 11 1.0",Medium,CVE-2013-1189,2013 Apr 11,1.0
"Cisco Host Scan Component of AnyConnect Secure Mobility and Secure Desktop Privilege Elevation Vulnerability
Medium
CVE-2013-1172
2013 Apr 11 4.0",Medium,CVE-2013-1172,2013 Apr 11,4.0
"Cisco Host Scan Component of AnyConnect Secure Mobility and Secure Desktop Heap Overflow Vulnerability
Medium
CVE-2013-1173
2013 Apr 11 4.0",Medium,CVE-2013-1173,2013 Apr 11,4.0
"Multiple Vulnerabilities in Cisco Unified MeetingPlace Solution
Critical
CVE-2013-1168
CVE-2013-1169
2013 Apr 10 1.0",Critical,"CVE-2013-1168
CVE-2013-1169",2013 Apr 10,1.0
"Multiple Vulnerabilities in Cisco Firewall Services Module Software
High
CVE-2013-1149
CVE-2013-1155
2013 Apr 10 1.0",High,"CVE-2013-1149
CVE-2013-1155",2013 Apr 10,1.0
"Cisco Tivoli Business Service Manager Denial of Service Vulnerability
Medium
CVE-2013-1174
2013 Apr 06 1.0",Medium,CVE-2013-1174,2013 Apr 06,1.0
"Cisco Connected Grid Network Management System SQL Injection Vulnerabilities
Medium
CVE-2013-1163
2013 Apr 02 1.0",Medium,CVE-2013-1163,2013 Apr 02,1.0
"Cisco Connected Grid Network Management System Cross-Site Scripting Vulnerabilities
Medium
CVE-2013-1171
2013 Apr 01 1.0",Medium,CVE-2013-1171,2013 Apr 01,1.0
"Cisco IOS Software Network Address Translation Denial of Service Vulnerability
Medium
CVE-2013-1142
2013 Mar 27 1.0",Medium,CVE-2013-1142,2013 Mar 27,1.0
"Cisco Jabber IM for Android Denial of Service Vulnerability
Medium
CVE-2013-1161
2013 Mar 19 1.0",Medium,CVE-2013-1161,2013 Mar 19,1.0
"Cisco IOS and Cisco IOS XE Type 4 Passwords Issue
Informational
2013 Mar 18 1.2",Informational,,2013 Mar 18,1.2
"Cisco Prime Infrastructure Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-1153
2013 Mar 06 1.0",Medium,CVE-2013-1153,2013 Mar 06,1.0
"Cisco Small Business Switches SSH Packet Processing Denial of Service Vulnerability
Medium
CVE-2013-1154
2013 Mar 06 1.0",Medium,CVE-2013-1154,2013 Mar 06,1.0
"Cisco MARS Information Disclosure Vulnerability
Medium
CVE-2013-1140
2013 Mar 04 1.0",Medium,CVE-2013-1140,2013 Mar 04,1.0
"Cisco Unified Presence Server Denial of Service Vulnerability
High
CVE-2013-1137
2013 Feb 28 1.1",High,CVE-2013-1137,2013 Feb 28,1.1
"Cisco Prime Central for Hosted Collaboration Solution Assurance Excessive CPU Utilization Vulnerability
High
CVE-2013-1135
2013 Feb 27 1.0",High,CVE-2013-1135,2013 Feb 27,1.0
"Cisco Unified Communications Manager Multiple Denial of Service Vulnerabilities
High
CVE-2013-1133
CVE-2013-1134
2013 Feb 27 1.0",High,"CVE-2013-1133
CVE-2013-1134",2013 Feb 27,1.0
"Multiple Cisco Products Root Shell Access Vulnerability
Medium
CVE-2013-1125
2013 Feb 19 1.0",Medium,CVE-2013-1125,2013 Feb 19,1.0
"Cisco Unity Connection Memory Leak Denial of Service Vulnerability
Medium
CVE-2013-1129
2013 Feb 18 1.0",Medium,CVE-2013-1129,2013 Feb 18,1.0
"Portable SDK for UPnP Devices Contains Buffer Overflow Vulnerabilities
Critical
CVE-2012-5958
2013 Feb 13 1.2",Critical,CVE-2012-5958,2013 Feb 13,1.2
"Cisco Small Business Wireless Access Points SSID Validation Vulnerability
Medium
CVE-2013-1131
2013 Feb 13 1.0",Medium,CVE-2013-1131,2013 Feb 13,1.0
"Cisco Unified MeetingPlace Server Cross-Site Scripting Vulnerability
Medium
CVE-2013-1123
2013 Feb 13 1.0",Medium,CVE-2013-1123,2013 Feb 13,1.0
"Cisco Unified MeetingPlace Server Cross-Site Request Forgery Vulnerability
Medium
CVE-2013-1128
2013 Feb 13 1.0",Medium,CVE-2013-1128,2013 Feb 13,1.0
"RADIUS Authentication Bypass
--
2013 Feb 13 1.1",--,,2013 Feb 13,1.1
"Cisco NAC Appliance Cross-Site Scripting Vulnerability
Medium
CVE-2012-6029
2013 Feb 11 1.0",Medium,CVE-2012-6029,2013 Feb 11,1.0
"Cisco ATA 187 Analog Telephone Adaptor Remote Access Vulnerability
Critical
CVE-2013-1111
2013 Feb 06 1.0",Critical,CVE-2013-1111,2013 Feb 06,1.0
"Cisco Nexus 7000 M1-Series Modules Crafted Packet Vulnerability
Medium
CVE-2013-1122
2013 Feb 06 1.0",Medium,CVE-2013-1122,2013 Feb 06,1.0
"Cisco Unity Express Cross-Site Scripting Vulnerabilities
Medium
CVE-2013-1114
2013 Feb 01 1.0",Medium,CVE-2013-1114,2013 Feb 01,1.0
"Cisco Unity Express Multiple Cross-Site Request Forgery Vulnerabilities
Medium
CVE-2013-1120
2013 Feb 01 1.0",Medium,CVE-2013-1120,2013 Feb 01,1.0
"Multiple Vulnerabilities in Cisco Wireless LAN Controllers
Critical
CVE-2013-1102
CVE-2013-1103 ...
2013 Jan 30 1.3",Critical,"CVE-2013-1102
CVE-2013-1103 ...",2013 Jan 30,1.3
"Cisco Carrier Routing System Small Packets Denial of Service Vulnerability
Medium
CVE-2013-1112
2013 Jan 28 1.0",Medium,CVE-2013-1112,2013 Jan 28,1.0
"Cisco Prime LAN Management Solution Command Execution Vulnerability
Critical
CVE-2012-6392
2013 Jan 23 1.1",Critical,CVE-2012-6392,2013 Jan 23,1.1
"Cisco Wireless LAN Controllers Wireless Intrusion Prevention System Denial of Service Vulnerability
Medium
CVE-2013-1102
2013 Jan 23 1.0",Medium,CVE-2013-1102,2013 Jan 23,1.0
"Cisco TelePresence Video Communication Server Policy Services Security Bypass Vulnerability
Medium
CVE-2012-5444
2013 Jan 22 1.0",Medium,CVE-2012-5444,2013 Jan 22,1.0
"Cisco VPN Client Denial of Service Vulnerability
Medium
CVE-2012-5429
2013 Jan 22 2.0",Medium,CVE-2012-5429,2013 Jan 22,2.0
"Cisco IOS Software Tunneled Traffic Queue Wedge Vulnerability
High
CVE-2012-4620
2013 Jan 18 1.1",High,CVE-2012-4620,2013 Jan 18,1.1
"Cisco ASA 1000V Cloud Firewall H.323 Inspection Denial of Service Vulnerability
High
CVE-2012-5419
2013 Jan 16 1.0",High,CVE-2012-5419,2013 Jan 16,1.0
"Cisco Unified IP Phones Local Kernel System Call Input Validation Vulnerability
Medium
CVE-2012-5445
2013 Jan 09 3.0",Medium,CVE-2012-5445,2013 Jan 09,3.0
"Cisco Wireless LAN Controller Software Form Post Denial of Service Vulnerability
Medium
CVE-2012-5991
2012 Dec 13 1.0",Medium,CVE-2012-5991,2012 Dec 13,1.0
"Cisco Wireless LAN Controller Cross-Site Request Forgery Vulnerability
Medium
CVE-2012-5992
2012 Dec 13 1.0",Medium,CVE-2012-5992,2012 Dec 13,1.0
"Multiple Vulnerabilities in Cisco Unified MeetingPlace Web Conferencing
High
CVE-2012-0337
CVE-2012-5416
2012 Nov 27 1.1",High,"CVE-2012-0337
CVE-2012-5416",2012 Nov 27,1.1
"SNMP Version 3 Authentication Vulnerabilities
Critical
CVE-2008-0960
2012 Nov 16 1.9",Critical,CVE-2008-0960,2012 Nov 16,1.9
"Cisco IronPort Appliances Sophos Anti-Virus Vulnerabilities
Critical
2012 Nov 13 1.3",Critical,,2012 Nov 13,1.3
"Cisco Secure Access Control System TACACS+ Authentication Bypass Vulnerability
Medium
CVE-2012-5424
2012 Nov 07 1.0",Medium,CVE-2012-5424,2012 Nov 07,1.0
